LargestPropertyUseType,Neighborhood,PrimaryPropertyType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,LargestPropertyUseTypeGFA,PropertyGFATotal,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFABuilding(s),PropertyGFAParking,YearBuilt,SiteEnergyUse(kBtu),TotalGHGEmissions
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Parking,None,22000.0,22000,0.0,0.0,14.0,47.51918,-122.31957,1.0,1,22000,0,1979,700627.625,4.88
Office,NORTH,Small and Mid-Sized Office,Parking,None,39541.0,39927,0.0,0.0,38.0,47.70079,-122.32714,1.0,3,39927,0,1974,3568419.5,24.88
Other - Recreation,NORTH,Other,Office,None,23320.0,30610,7290.0,0.0,,47.69883,-122.32479,1.0,1,30610,0,1979,4294550.0,135.81
Medical Office,NORTH,Medical Office,None,None,26930.0,26930,0.0,0.0,64.0,47.70007,-122.32533,1.0,2,20580,6350,1980,1002995.0,6.99
Medical Office,NORTH,Medical Office,Parking,None,65069.0,38745,0.0,0.0,76.0,47.70087,-122.32379,1.0,2,38745,0,1968,2890379.0,49.62
Self-Storage Facility,NORTHEAST,Self-Storage Facility,None,None,20296.0,20296,0.0,0.0,,47.66353,-122.29505,1.0,2,20296,0,1959,855665.125,5.97
Medical Office,NORTHEAST,Mixed Use Property,Office,Retail Store,10388.0,22135,8116.0,3200.0,,47.66246,-122.29342,1.0,2,22135,0,1945,1261634.5,27.41
Medical Office,NORTHEAST,Medical Office,Parking,None,35066.0,38378,3312.0,0.0,86.0,47.66183,-122.29264,1.0,3,38378,0,1967,1645605.125,53.73
Non-Refrigerated Warehouse,NORTHEAST,Warehouse,None,None,33576.0,33576,0.0,0.0,64.0,47.66294,-122.29521,1.0,2,33576,0,1980,1275231.75,49.73
Supermarket/Grocery Store,NORTHEAST,Supermarket and Grocery Store,Parking,None,34982.0,33005,0.0,0.0,21.0,47.66205,-122.29545,1.0,1,33005,0,1975,10642754.0,225.67
Parking,EAST,Other,Retail Store,Medical Office,23483.0,20971,10360.0,8509.0,,47.61074,-122.32259,1.0,1,20971,0,1981,729397.1875,5.08
Office,MAGNOLIA / QUEEN ANNE,Small and Mid-Sized Office,Retail Store,None,20000.0,23910,3910.0,0.0,,47.63981,-122.39907,1.0,3,23910,0,1927,873577.3125,15.11
Worship Facility,BALLARD,Worship Facility,None,None,21765.0,21765,0.0,0.0,80.0,47.67477,-122.38241,1.0,2,21765,0,1910,431390.4063,17.38
College/University,EAST,University,Parking,None,1719643.0,2200000,318960.0,0.0,,47.61065,-122.31711,1.0,2,2200000,0,1939,114648520.0,3243.48
Worship Facility,CENTRAL,Worship Facility,None,None,26560.0,26560,0.0,0.0,1.0,47.6101,-122.30838,1.0,2,26560,0,1901,1751483.875,64.88
Non-Refrigerated Warehouse,LAKE UNION,Warehouse,None,None,20140.0,20140,0.0,0.0,49.0,47.65022,-122.34174,1.0,2,20140,0,1957,116486.6016,0.81
Retail Store,GREATER DUWAMISH,Retail Store,Parking,None,38845.0,38845,6000.0,0.0,82.0,47.53846,-122.28305,1.0,2,38845,0,1992,6917280.0,215.56
Supermarket/Grocery Store,GREATER DUWAMISH,Supermarket and Grocery Store,Parking,None,25946.0,26092,0.0,0.0,40.0,47.53747,-122.28308,1.0,1,26092,0,1953,7619445.0,173.75
K-12 School,NORTH,K-12 School,None,None,40374.0,38582,0.0,0.0,85.0,47.70743,-122.28463,1.0,1,38582,0,1955,1848878.5,64.54
Office,GREATER DUWAMISH,Small and Mid-Sized Office,None,None,25500.0,25500,0.0,0.0,98.0,47.55045,-122.32749,1.0,1,25500,0,1967,1213869.75,55.3
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Office,None,37524.0,41895,2596.0,0.0,,47.5478,-122.32307,1.0,1,41895,0,1961,1242311.5,25.09
Retail Store,GREATER DUWAMISH,Retail Store,None,None,56193.0,56193,0.0,0.0,,47.54912,-122.32184,1.0,2,56193,0,1958,2497942.75,46.9
K-12 School,BALLARD,K-12 School,None,None,35448.0,35448,0.0,0.0,97.0,47.6712,-122.37568,1.0,3,35448,0,1922,1379932.5,60.34
Supermarket/Grocery Store,BALLARD,Supermarket and Grocery Store,None,None,29214.0,29214,0.0,0.0,8.0,47.66986,-122.37418,1.0,1,29214,0,1966,9336239.0,208.53
Supermarket/Grocery Store,BALLARD,Supermarket and Grocery Store,Parking,None,47034.0,89103,0.0,0.0,34.0,47.66828,-122.37428,1.0,1,46068,43035,2000,14029480.0,384.85
Other - Recreation,BALLARD,Other,Office,None,29880.0,32000,4700.0,0.0,,47.66621,-122.37502,1.0,1,32000,0,1961,1331122.125,45.38
Other,BALLARD,Mixed Use Property,Retail Store,Non-Refrigerated Warehouse,14840.0,31140,9400.0,6900.0,,47.66389,-122.37307,1.0,2,31140,0,1910,935580.3125,38.86
Non-Refrigerated Warehouse,BALLARD,Warehouse,Office,None,31932.0,41478,9546.0,0.0,3.0,47.6644,-122.37246,1.0,3,41478,0,1975,3035962.25,78.22
Non-Refrigerated Warehouse,BALLARD,Warehouse,None,None,39840.0,39840,0.0,0.0,2.0,47.66411,-122.37185,1.0,1,39840,0,1980,752104.0,5.24
Library,BALLARD,Other,Other - Services,None,15000.0,30576,3100.0,0.0,,47.66984,-122.3842,1.0,1,15000,15576,2004,1533245.75,38.52
Social/Meeting Hall,BALLARD,Other,None,None,21528.0,21528,0.0,0.0,,47.66894,-122.38242,1.0,2,21528,0,1924,306911.0938,6.61
Strip Mall,BALLARD,Other,Parking,None,25828.0,30000,0.0,0.0,,47.66908,-122.38627,1.0,2,30000,0,1928,1094940.75,13.14
Other,BALLARD,Other,None,None,30554.0,30087,0.0,0.0,,47.67482,-122.37316,1.0,2,30087,0,1942,5274642.0,36.77
Worship Facility,BALLARD,Worship Facility,None,None,40445.0,40445,0.0,0.0,92.0,47.66327,-122.37439,1.0,1,40445,0,1975,786253.6875,29.24
Retail Store,BALLARD,Retail Store,None,None,23500.0,23500,0.0,0.0,53.0,47.66318,-122.37283,1.0,1,23500,0,1996,1137967.5,13.29
Retail Store,BALLARD,Retail Store,None,None,23067.0,22420,0.0,0.0,82.0,47.67518,-122.36549,1.0,1,22420,0,1967,1404253.75,31.79
Supermarket/Grocery Store,MAGNOLIA / QUEEN ANNE,Supermarket and Grocery Store,None,None,25987.0,25842,0.0,0.0,35.0,47.64909,-122.37788,1.0,1,25842,0,1961,8518313.0,237.54
Office,MAGNOLIA / QUEEN ANNE,Small and Mid-Sized Office,Fitness Center/Health Club/Gym,None,16766.0,26389,9623.0,0.0,,47.65018,-122.37787,1.0,3,26389,0,1992,1208035.375,8.42
Office,MAGNOLIA / QUEEN ANNE,Small and Mid-Sized Office,Parking,None,25859.0,25859,4000.0,0.0,88.0,47.65252,-122.37587,1.0,3,25859,0,1982,858780.625,14.9
Non-Refrigerated Warehouse,MAGNOLIA / QUEEN ANNE,Warehouse,Office,None,20600.0,25600,5000.0,0.0,1.0,47.66238,-122.38831,1.0,1,25600,0,1974,1730600.625,34.26
Manufacturing/Industrial Plant,MAGNOLIA / QUEEN ANNE,Other,None,None,10200.0,23169,0.0,0.0,,47.66126,-122.38751,1.0,1,23169,0,1965,222255.9063,1.55
Office,MAGNOLIA / QUEEN ANNE,Small and Mid-Sized Office,Parking,None,33385.0,41784,8399.0,0.0,89.0,47.66106,-122.38576,1.0,4,33385,8399,2008,1294615.25,9.03
Non-Refrigerated Warehouse,MAGNOLIA / QUEEN ANNE,Warehouse,None,None,56884.0,56884,0.0,0.0,71.0,47.66206,-122.38948,1.0,1,56884,0,1960,1388345.125,37.49
Retail Store,BALLARD,Retail Store,None,None,32810.0,32810,0.0,0.0,66.0,47.6917,-122.37617,1.0,1,32810,0,1989,2017967.75,46.44
Self-Storage Facility,MAGNOLIA / QUEEN ANNE,Self-Storage Facility,None,None,30989.0,30989,0.0,0.0,,47.64455,-122.37581,1.0,3,30989,0,1980,97690.39844,0.68
Self-Storage Facility,MAGNOLIA / QUEEN ANNE,Self-Storage Facility,None,None,39952.0,39952,0.0,0.0,,47.64418,-122.37587,1.0,3,39952,0,1915,57133.19922,0.4
Office,MAGNOLIA / QUEEN ANNE,Small and Mid-Sized Office,None,None,20784.0,20022,0.0,0.0,80.0,47.65504,-122.37402,1.0,2,20022,0,1961,657385.8125,4.58
Distribution Center,MAGNOLIA / QUEEN ANNE,Distribution Center,Non-Refrigerated Warehouse,None,18229.0,36498,17200.0,0.0,89.0,47.65563,-122.37194,1.0,2,36498,0,1960,520011.8125,14.81
Distribution Center,MAGNOLIA / QUEEN ANNE,Distribution Center,Office,None,31845.0,35946,4101.0,0.0,,47.66161,-122.39075,1.0,1,35946,0,1968,469499.8125,11.08
Office,MAGNOLIA / QUEEN ANNE,Small and Mid-Sized Office,Parking,None,25184.0,30152,4968.0,0.0,96.0,47.66006,-122.38631,1.0,4,24472,5680,2007,845044.125,5.94
Office,MAGNOLIA / QUEEN ANNE,Small and Mid-Sized Office,None,None,21617.0,22365,0.0,0.0,71.0,47.65881,-122.38382,1.0,4,22365,0,1979,727385.8125,5.07
Office,MAGNOLIA / QUEEN ANNE,Small and Mid-Sized Office,None,None,30172.0,30172,0.0,0.0,82.0,47.65801,-122.3839,1.0,4,30172,0,1994,904059.875,6.3
Non-Refrigerated Warehouse,BALLARD,Warehouse,Retail Store,None,42500.0,42500,5091.0,0.0,100.0,47.66353,-122.38064,1.0,4,42500,0,1927,241478.5938,1.68
Office,BALLARD,Small and Mid-Sized Office,Restaurant,Retail Store,14448.0,23032,5300.0,1460.0,,47.66691,-122.38416,1.0,4,23032,0,1901,1121537.75,7.82
Other,BALLARD,Other,Parking,None,42850.0,45750,2900.0,0.0,,47.66646,-122.38263,1.0,3,40836,4914,1900,7240274.0,303.81
Office,BALLARD,Small and Mid-Sized Office,None,None,23500.0,23500,0.0,0.0,26.0,47.66497,-122.38047,1.0,2,23500,0,1968,1686405.0,34.52
Office,BALLARD,Small and Mid-Sized Office,None,None,22282.0,22282,0.0,0.0,93.0,47.66431,-122.37988,1.0,1,22282,0,1966,579888.3125,16.67
Self-Storage Facility,BALLARD,Self-Storage Facility,None,None,24000.0,24000,0.0,0.0,,47.66351,-122.37961,1.0,2,24000,0,1902,502898.6875,17.39
Office,NORTH,Small and Mid-Sized Office,None,None,37500.0,37500,0.0,0.0,58.0,47.719,-122.29966,1.0,2,37500,0,1931,2235765.5,44.26
K-12 School,NORTHWEST,K-12 School,None,None,23983.0,23983,0.0,0.0,61.0,47.73143,-122.32784,1.0,3,23983,0,1930,1164364.75,33.28
Distribution Center,DELRIDGE,Distribution Center,Non-Refrigerated Warehouse,None,20100.0,24100,3500.0,0.0,22.0,47.55832,-122.35239,1.0,1,24100,0,1980,809870.8125,30.49
Worship Facility,SOUTHWEST,Worship Facility,None,None,23772.0,23772,0.0,0.0,100.0,47.51709,-122.37797,1.0,1,23772,0,1971,100841.7031,0.7
K-12 School,NORTHEAST,K-12 School,None,None,51515.0,31343,0.0,0.0,5.0,47.66665,-122.31818,3.0,2,31343,0,2004,3846501.25,128.66
Parking,NORTHWEST,Mixed Use Property,Office,Retail Store,24052.0,55912,23501.0,9561.0,,47.68582,-122.33709,1.0,3,33062,22850,1996,2450442.75,17.08
Other,MAGNOLIA / QUEEN ANNE,Other,Office,None,18000.0,20294,2294.0,0.0,,47.65843,-122.38435,1.0,2,20294,0,1957,1735995.75,67.45
Office,MAGNOLIA / QUEEN ANNE,Small and Mid-Sized Office,None,None,24008.0,40571,0.0,0.0,64.0,47.65708,-122.38383,1.0,4,29722,10849,1983,1286817.375,8.97
Office,MAGNOLIA / QUEEN ANNE,Small and Mid-Sized Office,Parking,None,41707.0,41707,12000.0,0.0,78.0,47.65649,-122.38383,1.0,4,26048,15659,1983,1755788.5,12.24
Office,MAGNOLIA / QUEEN ANNE,Mixed Use Property,Other - Services,Non-Refrigerated Warehouse,20176.0,57644,19440.0,15490.0,,47.65118,-122.37875,1.0,2,57644,0,1960,2189735.0,42.87
Non-Refrigerated Warehouse,MAGNOLIA / QUEEN ANNE,Warehouse,Office,None,25547.0,39497,13950.0,0.0,9.0,47.64913,-122.37929,1.0,2,39497,0,1955,1700057.375,28.28
Other - Entertainment/Public Assembly,EAST,Other,None,None,53776.0,33087,0.0,0.0,,47.6303,-122.3142,1.0,1,33087,0,1932,3548858.25,121.9
Office,NORTHWEST,Small and Mid-Sized Office,None,None,27574.0,27574,0.0,0.0,73.0,47.70793,-122.33316,1.0,2,27574,0,1982,1211349.25,8.44
Retail Store,NORTH,Retail Store,None,None,24982.0,24982,0.0,0.0,99.0,47.70747,-122.32249,1.0,1,24982,0,1965,335245.0,2.34
Senior Care Community,NORTH,Senior Care Community,Parking,None,43661.0,43661,0.0,0.0,4.0,47.71069,-122.32674,1.0,5,43661,0,1998,3936421.5,82.57
Office,NORTHWEST,Small and Mid-Sized Office,None,None,76105.0,76105,0.0,0.0,91.0,47.70842,-122.3332,1.0,3,48798,27307,1987,2472350.25,17.24
Non-Refrigerated Warehouse,NORTH,Mixed Use Property,Retail Store,Office,17500.0,32009,15770.0,4000.0,,47.70983,-122.31865,1.0,2,32009,0,1952,1998725.25,44.28
Retail Store,NORTH,Retail Store,None,None,41615.0,41615,0.0,0.0,69.0,47.70708,-122.32251,1.0,1,41615,0,1966,1900006.25,13.25
Medical Office,NORTH,Medical Office,None,None,28841.0,28841,0.0,0.0,55.0,47.70676,-122.32264,1.0,3,28841,0,1988,1459199.75,33.42
Self-Storage Facility,NORTH,Self-Storage Facility,Office,Parking,31360.0,33344,984.0,0.0,,47.70782,-122.31873,2.0,2,33344,0,1977,123767.2031,0.86
Other - Recreation,NORTH,Other,None,None,30498.0,30498,0.0,0.0,,47.70541,-122.32232,2.0,1,30498,0,2005,2436063.0,80.19
K-12 School,DELRIDGE,K-12 School,None,None,21405.0,42975,0.0,0.0,92.0,47.51698,-122.35946,1.0,2,42975,0,1924,959352.0,42.96
"Repair Services (Vehicle, Shoe, Locksmith, etc)",DELRIDGE,Other,Office,None,13075.0,23260,10185.0,0.0,,47.53366,-122.33733,1.0,1,23260,0,1963,1612105.75,52.41
Office,DELRIDGE,Small and Mid-Sized Office,Non-Refrigerated Warehouse,Data Center,27262.0,30659,8653.0,285.0,88.0,47.53309,-122.33977,1.0,2,30659,0,1988,2619088.5,55.85
Other,MAGNOLIA / QUEEN ANNE,Other,None,None,27144.0,27144,0.0,0.0,,47.63132,-122.34136,1.0,2,27144,0,1920,1012024.313,32.58
Other,NORTHWEST,Other,None,None,23166.0,23166,0.0,0.0,,47.70969,-122.34557,5.0,1,23166,0,1970,3475804.25,184.6
Medical Office,NORTHWEST,Medical Office,Parking,None,44667.0,34759,0.0,0.0,81.0,47.70558,-122.33486,1.0,2,34759,0,1979,1633105.375,11.39
Hospital (General Medical & Surgical),NORTHWEST,Hospital,Parking,None,483520.0,415632,266833.0,0.0,85.0,47.71425,-122.33689,8.0,1,415632,0,1966,98960776.0,3278.11
Worship Facility,NORTHWEST,Worship Facility,Medical Office,Office,45909.0,44719,1025.0,972.0,,47.71745,-122.33221,1.0,2,44719,0,1965,1614026.25,53.21
Supermarket/Grocery Store,GREATER DUWAMISH,Supermarket and Grocery Store,None,None,21603.0,21603,0.0,0.0,16.0,47.57894,-122.31287,1.0,1,21603,0,1965,5833800.0,129.89
Medical Office,EAST,Medical Office,Parking,Other/Specialty Hospital,520187.0,591981,282392.0,54159.0,60.0,47.62014,-122.31228,1.0,3,591981,0,1964,102673696.0,3238.24
Distribution Center,DELRIDGE,Distribution Center,None,None,43050.0,42900,0.0,0.0,53.0,47.53158,-122.33568,1.0,1,42900,0,1979,436252.5,3.04
Adult Education,DELRIDGE,Other,None,None,57952.0,57952,0.0,0.0,,47.51885,-122.33421,5.0,1,57952,0,2005,3091387.5,96.15
Other - Services,DELRIDGE,Other,Office,None,18262.0,26232,7970.0,0.0,,47.52956,-122.33592,1.0,1,26232,0,1971,3094090.0,122.71
Non-Refrigerated Warehouse,DOWNTOWN,Warehouse,None,None,25840.0,25840,0.0,0.0,92.0,47.59783,-122.31554,1.0,2,25840,0,1956,313528.0938,2.19
Office,DOWNTOWN,Small and Mid-Sized Office,None,None,43813.0,45145,0.0,0.0,,47.59721,-122.31838,1.0,1,45145,0,1988,1268459.0,43.63
Office,DOWNTOWN,Small and Mid-Sized Office,Parking,None,44417.0,70332,25915.0,0.0,89.0,47.59728,-122.31587,1.0,5,48237,22095,2001,1981115.25,19.12
K-12 School,GREATER DUWAMISH,K-12 School,None,None,53234.0,50546,0.0,0.0,94.0,47.55813,-122.3189,1.0,1,50546,0,1971,1155080.5,12.15
Supermarket/Grocery Store,BALLARD,Supermarket and Grocery Store,Parking,None,45522.0,45522,0.0,0.0,22.0,47.6899,-122.37619,1.0,1,45522,0,1994,12250422.0,326.74
Retail Store,NORTHWEST,Retail Store,Office,Parking,16080.0,20088,3500.0,508.0,,47.72286,-122.34612,1.0,2,20088,0,1979,326778.6875,2.28
Other,GREATER DUWAMISH,Other,None,None,139557.0,138907,0.0,0.0,,47.57049,-122.34857,5.0,2,138907,0,1989,7837692.5,179.55
Office,GREATER DUWAMISH,Small and Mid-Sized Office,Parking,None,40657.0,40657,0.0,0.0,57.0,47.56999,-122.34703,1.0,2,40657,0,1997,2826828.0,23.6
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Office,None,18700.0,20200,1500.0,0.0,,47.57279,-122.35066,1.0,1,20200,0,1900,269016.6875,2.25
Residence Hall/Dormitory,EAST,Residence Hall,None,None,44091.0,44086,0.0,0.0,29.0,47.6073,-122.32585,1.0,1,44086,0,1904,3652708.75,184.0
Office,EAST,Small and Mid-Sized Office,Parking,None,54372.0,54372,15000.0,0.0,94.0,47.60663,-122.32526,1.0,7,33548,20824,1970,1403820.0,9.79
Museum,EAST,Other,Parking,None,47000.0,47699,0.0,0.0,,47.60709,-122.32416,1.0,1,47699,0,1951,14524386.0,712.39
Office,EAST,Small and Mid-Sized Office,None,None,19658.0,21282,0.0,0.0,69.0,47.60819,-122.32282,1.0,3,21282,0,1956,1245923.75,62.23
Other,SOUTHEAST,Other,None,None,41022.0,41022,0.0,0.0,,47.54563,-122.27616,1.0,2,41022,0,1921,3787648.25,26.41
Other,DELRIDGE,Other,None,None,28109.0,28109,0.0,0.0,,47.57058,-122.35626,1.0,2,28109,0,1966,3612526.75,38.39
Office,NORTH,Small and Mid-Sized Office,Parking,None,20590.0,33580,12990.0,0.0,100.0,47.72986,-122.29278,1.0,3,20590,12990,1985,409578.4063,2.86
Non-Refrigerated Warehouse,NORTH,Warehouse,None,None,21936.0,21936,0.0,0.0,100.0,47.72051,-122.30103,1.0,1,21936,0,1977,113130.0,2.69
Other,NORTH,Other,None,None,30139.0,30160,0.0,0.0,,47.72083,-122.29979,1.0,1,30160,0,1969,1045838.5,44.26
Other - Utility,DELRIDGE,Other,Office,Parking,28347.0,40189,9113.0,0.0,,47.56319,-122.35067,1.0,1,40189,0,1997,1509292.0,37.65
Office,DELRIDGE,Small and Mid-Sized Office,Non-Refrigerated Warehouse,Retail Store,49334.0,66484,18000.0,9000.0,69.0,47.56877,-122.36369,1.0,2,66484,0,1988,3046543.0,21.24
Office,EAST,Small and Mid-Sized Office,None,None,24155.0,25151,0.0,0.0,85.0,47.60789,-122.32249,1.0,3,25151,0,1959,1356874.75,62.05
Hotel,EAST,Hotel,None,None,35770.0,35770,0.0,0.0,56.0,47.60958,-122.32646,1.0,6,35770,0,1928,2640980.25,112.34
Hotel,EAST,Hotel,None,None,48006.0,48006,0.0,0.0,85.0,47.60981,-122.32687,1.0,9,48006,0,1928,3239754.0,101.31
Supermarket/Grocery Store,DOWNTOWN,Mixed Use Property,Office,Restaurant,16000.0,29631,13000.0,5000.0,,47.59949,-122.31851,1.0,2,29631,0,1960,5144392.0,146.93
Office,DOWNTOWN,Small and Mid-Sized Office,Other,Retail Store,20695.0,23472,1065.0,945.0,,47.59727,-122.32196,1.0,2,23472,0,1989,1625308.625,46.45
Office,GREATER DUWAMISH,Small and Mid-Sized Office,None,None,20424.0,21315,0.0,0.0,34.0,47.5956,-122.32292,1.0,2,21315,0,1973,2796425.0,110.66
Office,MAGNOLIA / QUEEN ANNE,Small and Mid-Sized Office,Parking,None,36867.0,57110,28390.0,0.0,69.0,47.62481,-122.35762,1.0,4,41298,15812,1984,2190460.0,24.31
Office,DOWNTOWN,Small and Mid-Sized Office,None,None,34030.0,34030,0.0,0.0,50.0,47.61833,-122.35871,1.0,3,34030,0,1979,1748629.875,22.26
Restaurant,SOUTHWEST,Restaurant,Office,None,19232.0,20398,1166.0,0.0,,47.58654,-122.37644,1.0,2,20398,0,1902,9313513.0,334.15
Distribution Center,GREATER DUWAMISH,Distribution Center,None,None,41308.0,41308,0.0,0.0,7.0,47.5746,-122.32637,1.0,1,41308,0,1952,1642471.5,38.57
Performing Arts,MAGNOLIA / QUEEN ANNE,Other,None,None,34976.0,34976,0.0,0.0,,47.62591,-122.35843,1.0,3,34976,0,1912,873711.125,15.7
Non-Refrigerated Warehouse,MAGNOLIA / QUEEN ANNE,Warehouse,None,None,38255.0,38255,0.0,0.0,12.0,47.65674,-122.37223,1.0,1,38255,0,1957,985401.8125,33.8
Other,MAGNOLIA / QUEEN ANNE,Other,None,None,260241.0,260241,0.0,0.0,,47.65561,-122.38063,23.0,1,260241,0,1955,34012980.0,565.55
Office,LAKE UNION,Small and Mid-Sized Office,Parking,None,31325.0,48924,13143.0,0.0,71.0,47.65103,-122.35541,1.0,3,48924,0,1989,2282551.25,59.24
Office,LAKE UNION,Small and Mid-Sized Office,None,None,50333.0,50333,0.0,0.0,88.0,47.64168,-122.32562,1.0,4,32297,18036,1959,1602084.375,11.17
Office,LAKE UNION,Small and Mid-Sized Office,Parking,None,34160.0,57432,19650.0,0.0,,47.6404,-122.32553,1.0,4,35526,21906,1986,2520483.25,17.57
Office,LAKE UNION,Small and Mid-Sized Office,Parking,None,17332.0,25912,9162.0,0.0,,47.63995,-122.32557,1.0,3,17956,7956,1969,666740.3125,4.65
Office,LAKE UNION,Small and Mid-Sized Office,Parking,None,33705.0,57132,21908.0,0.0,73.0,47.64113,-122.32625,1.0,3,35224,21908,2000,1994967.75,13.91
Worship Facility,DELRIDGE,Worship Facility,Parking,None,24224.0,24224,0.0,0.0,52.0,47.52172,-122.35487,1.0,2,24224,0,1957,968026.3125,26.73
Worship Facility,DELRIDGE,Worship Facility,None,None,23706.0,23706,0.0,0.0,78.0,47.51989,-122.35489,1.0,1,23706,0,1963,400770.9063,13.12
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Office,None,28000.0,31900,4000.0,0.0,,47.5465,-122.31704,1.0,1,31900,0,1963,1964681.25,13.7
Social/Meeting Hall,SOUTHWEST,Other,None,None,49000.0,49066,0.0,0.0,,47.5219,-122.38787,1.0,1,49066,0,1917,3835202.0,178.86
Worship Facility,SOUTHWEST,Worship Facility,Other - Recreation,None,28293.0,30740,11630.0,0.0,,47.52097,-122.38688,1.0,3,30740,0,1952,1686262.25,61.3
Supermarket/Grocery Store,SOUTHEAST,Supermarket and Grocery Store,None,None,42760.0,67450,0.0,0.0,97.0,47.52262,-122.26922,1.0,1,67450,0,1959,2842819.5,55.86
K-12 School,BALLARD,K-12 School,None,None,40867.0,39971,0.0,0.0,,47.69497,-122.38704,1.0,1,39971,0,1958,0.0,50.22
Non-Refrigerated Warehouse,MAGNOLIA / QUEEN ANNE,Warehouse,None,None,46970.0,46970,0.0,0.0,,47.65649,-122.37507,1.0,1,46970,0,1948,882896.5,6.16
Non-Refrigerated Warehouse,MAGNOLIA / QUEEN ANNE,Warehouse,Office,Retail Store,18133.0,47554,8679.0,2388.0,,47.6331,-122.37582,1.0,1,47554,0,1931,1035554.688,16.04
Office,MAGNOLIA / QUEEN ANNE,Small and Mid-Sized Office,None,None,43016.0,43016,0.0,0.0,100.0,47.63063,-122.37428,1.0,2,37616,5400,1979,1234095.5,60.57
Other,MAGNOLIA / QUEEN ANNE,Mixed Use Property,Non-Refrigerated Warehouse,Office,8711.0,24196,6792.0,5306.0,,47.63034,-122.37412,1.0,1,24196,0,1931,1055033.0,22.29
Office,MAGNOLIA / QUEEN ANNE,Small and Mid-Sized Office,None,None,20671.0,20671,0.0,0.0,98.0,47.63128,-122.37387,1.0,2,20671,0,1940,638507.125,24.76
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,21600.0,21600,0.0,0.0,57.0,47.58065,-122.33356,1.0,1,21600,0,1927,499828.5938,14.36
Worship Facility,SOUTHWEST,Worship Facility,None,None,35844.0,35844,0.0,0.0,14.0,47.50959,-122.37417,1.0,1,35844,0,1977,866126.375,6.04
Office,LAKE UNION,Small and Mid-Sized Office,Retail Store,Parking,19896.0,31774,13941.0,0.0,85.0,47.66116,-122.34172,1.0,3,31774,0,1916,1639136.25,18.87
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,26094.0,26094,0.0,0.0,19.0,47.56121,-122.33872,1.0,1,26094,0,1953,709990.8125,4.95
Office,GREATER DUWAMISH,Small and Mid-Sized Office,None,None,23687.0,23687,0.0,0.0,68.0,47.56121,-122.33872,1.0,2,23687,0,1983,1084553.75,7.56
Office,GREATER DUWAMISH,Small and Mid-Sized Office,None,None,24221.0,24221,0.0,0.0,20.0,47.56121,-122.33872,1.0,2,24221,0,1983,1435562.75,10.01
Office,DOWNTOWN,Mixed Use Property,Retail Store,Parking,34550.0,71919,23085.0,11465.0,37.0,47.60546,-122.34091,1.0,2,57836,14083,1900,5381105.0,37.51
Office,DOWNTOWN,Small and Mid-Sized Office,Retail Store,None,17526.0,32027,14501.0,0.0,54.0,47.60546,-122.34091,1.0,2,32027,0,1900,3999505.25,128.41
Office,DOWNTOWN,Small and Mid-Sized Office,Retail Store,None,35693.0,32160,14219.0,0.0,,47.6032,-122.33663,1.0,3,32160,0,1906,2805826.0,19.56
Other - Lodging/Residential,GREATER DUWAMISH,Other,Parking,None,43336.0,47836,4500.0,0.0,,47.59549,-122.32538,1.0,3,40264,7572,1992,3540225.75,109.59
Office,GREATER DUWAMISH,Small and Mid-Sized Office,Non-Refrigerated Warehouse,None,34425.0,34425,15536.0,0.0,84.0,47.58802,-122.32111,1.0,3,34425,0,1914,2018385.75,50.07
K-12 School,GREATER DUWAMISH,K-12 School,None,None,52609.0,52609,0.0,0.0,67.0,47.55226,-122.29629,1.0,2,52609,0,1971,1801941.75,46.51
Medical Office,SOUTHWEST,Medical Office,Parking,None,20106.0,40304,16412.0,0.0,5.0,47.57296,-122.38643,1.0,3,28304,12000,1984,1961581.5,13.67
Distribution Center,GREATER DUWAMISH,Distribution Center,Office,None,15000.0,29619,14619.0,0.0,50.0,47.52878,-122.32771,1.0,1,29619,0,1990,1280263.75,42.45
K-12 School,CENTRAL,K-12 School,None,None,20700.0,21592,0.0,0.0,47.0,47.59692,-122.30601,1.0,2,21592,0,1922,1431784.0,54.24
K-12 School,NORTH,K-12 School,None,None,23923.0,23923,0.0,0.0,69.0,47.69061,-122.31992,1.0,2,23923,0,1931,805643.5,19.51
Office,CENTRAL,Small and Mid-Sized Office,Retail Store,None,16000.0,25200,8000.0,0.0,47.0,47.59976,-122.31441,1.0,3,25200,0,1907,1748444.25,37.08
